Date,AAPL,ABBV,AFRM,AMD,AMT,AMZN,AVGO,BAC,BNTX,C,COIN,COST,CVX,DDOG,GOOGL,GS,HD,HOOD,INTC,JNJ,JPM,MARA,META,MRNA,MRO,MS,MSFT,MSTR,MU,NET,NVDA,O,OXY,PFE,PLD,PLTR,PYPL,QCOM,QQQ,RIOT,SMCI,SNOW,SOFI,SPG,SPY,SQ,TGT,TSLA,UPST,WFC,WMT,XOM,ZS
2021-04-12,127.70952606201172,88.66365814208984,67.93000030517578,78.58000183105469,207.5388946533203,168.96949768066406,43.759639739990234,35.47837448120117,119.93148803710938,60.71612548828125,,344.8835144042969,81.89934539794922,90.45999908447266,111.3110122680664,294.28271484375,283.8871154785156,,59.49123001098633,140.36534118652344,137.43917846679688,50.06999969482422,309.1142578125,139.39999389648438,,67.96419525146484,245.56089782714844,71.8239974975586,93.22769927978516,69.7300033569336,15.17076301574707,49.165225982666016,22.73188591003418,28.333314895629883,95.31048583984375,23.34000015258789,267.59930419921875,123.20399475097656,326.7146911621094,51.529998779296875,4.002999782562256,233.38999938964844,17.0,87.9294662475586,384.4647216796875,,175.68797302246094,233.9933319091797,112.45999908447266,36.06613540649414,43.547691345214844,45.51665115356445,188.3800048828125
2021-04-13,130.81369018554688,88.63909149169922,70.11000061035156,80.19000244140625,208.8365478515625,170.0,43.87635040283203,34.822998046875,127.94534301757812,60.189918518066406,,345.2615661621094,82.26948547363281,94.20999908447266,111.79749298095703,290.5934753417969,283.5419921875,,59.318424224853516,138.4896240234375,135.7999725341797,51.0,307.3480529785156,149.7100067138672,,67.4132308959961,248.0365447998047,84.85399627685547,89.8727035522461,77.61000061035156,15.640079498291016,49.41228103637695,22.788177490234375,28.478931427001953,96.12614440917969,25.420000076293945,273.9652404785156,123.07848358154297,330.5285339355469,59.2599983215332,3.953000068664551,238.0800018310547,16.829999923706055,86.88724517822266,385.60418701171875,,175.5509033203125,254.10667419433594,110.45999908447266,35.19920349121094,43.41375732421875,45.688880920410156,196.64999389648438
2021-04-14,128.478271484375,87.7934799194336,68.7300033569336,78.55000305175781,207.69358825683594,166.64999389648438,43.18331527709961,35.318946838378906,130.8666534423828,60.89988327026367,328.2799987792969,343.33306884765625,83.9029541015625,93.25,111.1766357421875,297.3954162597656,283.2055969238281,,58.381622314453125,138.8717041015625,133.26185607910156,42.970001220703125,300.4621276855469,160.02999877929688,,68.48126220703125,245.25384521484375,73.55000305175781,88.42926788330078,74.56999969482422,15.238593101501465,48.933143615722656,23.970273971557617,28.486589431762695,95.1543197631836,23.700000762939453,265.7889709472656,120.7926025390625,326.5594177246094,50.15999984741211,3.927999973297119,229.13999938964844,16.68000030517578,87.17845916748047,384.28729248046875,,176.21054077148438,244.07666015625,104.51000213623047,37.14537811279297,43.39817428588867,47.0092658996582,192.38999938964844
2021-04-15,130.88177490234375,88.6142349243164,68.66999816894531,83.01000213623047,212.40293884277344,168.95449829101562,43.42759323120117,34.3093376159668,138.88050842285156,60.590843200683594,322.75,348.6554870605469,83.218994140625,95.2699966430664,113.32585906982422,300.2332763671875,285.61279296875,,59.136512756347656,139.27984619140625,134.10789489746094,42.13999938964844,305.4231872558594,159.8699951171875,,68.5066909790039,249.0056610107422,74.01499938964844,88.03916931152344,78.08999633789062,16.096677780151367,50.1010627746582,23.32293701171875,28.816137313842773,97.49715423583984,23.149999618530273,272.5428771972656,123.56254577636719,331.5086364746094,48.11000061035156,3.933000087738037,236.3800048828125,16.280000686645508,87.79917907714844,388.4154968261719,,176.25331115722656,246.28334045410156,110.4000015258789,37.36652374267578,43.65983963012695,46.730430603027344,195.9199981689453
2021-04-16,130.5509490966797,89.45980834960938,69.72000122070312,82.1500015258789,213.65762329101562,169.9720001220703,43.318119049072266,34.67244338989258,149.55906677246094,60.51566696166992,342.0,350.47064208984375,82.8488540649414,90.33999633789062,113.20188903808594,303.56768798828125,290.33843994140625,,58.89094161987305,140.88632202148438,135.10372924804688,38.93000030517578,303.7959289550781,170.80999755859375,,66.61642456054688,250.19554138183594,69.36199951171875,88.41951751708984,74.23999786376953,15.872495651245117,50.175933837890625,22.87261199951172,29.55953598022461,97.67069244384766,22.469999313354492,268.434814453125,123.89421844482422,331.8968811035156,44.63999938964844,3.9170000553131104,232.74000549316406,16.31999969482422,89.75334167480469,389.7137145996094,,178.6432342529297,246.5933380126953,104.6500015258789,38.781925201416016,43.80000686645508,46.46799087524414,192.49000549316406
2021-04-19,131.21270751953125,90.04014587402344,66.0199966430664,81.11000061035156,213.5888671875,168.60049438476562,41.799049377441406,34.69015884399414,147.52598571777344,60.24838638305664,333.0,349.364501953125,83.09024047851562,87.88999938964844,113.54952239990234,304.2593994140625,289.25,,57.872291564941406,141.2771453857422,134.53089904785156,35.54999923706055,299.8866271972656,161.91000366210938,,67.83705139160156,248.27645874023438,63.75199890136719,86.22514343261719,73.30000305175781,15.32313060760498,50.41549301147461,23.02272605895996,29.835433959960938,97.40170288085938,21.940000534057617,266.4852600097656,121.2408218383789,328.8593444824219,40.900001525878906,3.8559999465942383,229.07000732421875,15.390000343322754,89.3241958618164,387.799072265625,,178.72886657714844,238.2100067138672,97.55000305175781,38.81731414794922,43.51964569091797,46.32037353515625,190.94000244140625
2021-04-20,129.5292510986328,90.38833618164062,65.0,79.2699966430664,217.13807678222656,166.7344970703125,41.370216369628906,33.724815368652344,154.13841247558594,58.2938346862793,320.82000732421875,351.4255065917969,81.5372314453125,83.95999908447266,113.01642608642578,294.3182067871094,286.6924133300781,,57.02644729614258,144.5683135986328,131.55210876464844,33.56999969482422,300.2934265136719,156.77999877929688,,65.51451873779297,247.8158416748047,64.6449966430664,85.31813049316406,72.38999938964844,15.133106231689453,51.351348876953125,21.76557159423828,29.912073135375977,99.57100677490234,21.780000686645508,263.02374267578125,119.5824203491211,326.46240234375,38.560001373291016,3.7829999923706055,225.22000122070312,14.869999885559082,87.5616226196289,384.95977783203125,,177.5467987060547,239.663330078125,91.79000091552734,37.63191223144531,43.8560791015625,45.34442901611328,186.0800018310547
2021-04-21,129.9087371826172,91.85569763183594,67.55000305175781,81.61000061035156,216.7169952392578,168.1009979248047,41.59911346435547,34.29161834716797,159.68495178222656,59.01216506958008,311.9200134277344,353.65655517578125,82.66378021240234,84.77999877929688,112.98368072509766,297.3244934082031,288.4534912109375,,57.93595886230469,144.66383361816406,132.67132568359375,34.93000030517578,299.1226806640625,169.5,,67.17588806152344,250.04200744628906,65.0459976196289,87.2784423828125,73.77999877929688,15.321883201599121,51.91283416748047,22.938283920288086,30.295259475708008,99.53629302978516,22.6299991607666,263.4813537597656,122.08345794677734,329.2572326660156,41.310001373291016,3.8499999046325684,231.38999938964844,15.210000038146973,90.1441879272461,388.602294921875,,177.11849975585938,248.0399932861328,100.61000061035156,38.25115203857422,43.98379898071289,45.92671203613281,186.1199951171875
2021-04-22,128.39071655273438,91.23394012451172,68.62000274658203,79.05999755859375,216.1669921875,165.45199584960938,41.175689697265625,33.9727897644043,166.74148559570312,58.31052780151367,293.45001220703125,350.98114013671875,81.2314682006836,84.80999755859375,111.70277404785156,293.4046936035156,284.47998046875,,56.90821075439453,143.43942260742188,129.87762451171875,31.059999465942383,294.2112121582031,168.10000610351562,,66.36213684082031,246.76992797851562,59.81999969482422,82.61656188964844,75.43000030517578,14.812915802001953,51.71818161010742,22.609926223754883,29.613182067871094,99.51025390625,22.860000610351562,260.875244140625,119.19696807861328,325.2882080078125,36.4900016784668,3.7790000438690186,231.44000244140625,15.84000015258789,88.62683868408203,385.0531005859375,,176.09056091308594,239.89666748046875,101.44000244140625,37.77345275878906,43.5072021484375,45.328025817871094,190.02999877929688
2021-04-23,130.70663452148438,92.33653259277344,74.12000274658203,82.76000213623047,218.3154296875,167.04400634765625,42.17271423339844,34.69900894165039,170.73854064941406,59.621910095214844,291.6000061035156,352.8907165527344,81.71428680419922,89.56999969482422,114.05382537841797,300.9427185058594,286.6304931640625,,53.87953186035156,143.7346649169922,132.36289978027344,32.29999923706055,298.78533935546875,173.6300048828125,,68.61689758300781,250.5890350341797,61.30400085449219,83.90394592285156,82.72000122070312,15.226873397827148,51.957763671875,23.125919342041016,29.628503799438477,99.67513275146484,23.40999984741211,264.615234375,121.40217590332031,329.3834228515625,38.47999954223633,3.825000047683716,235.63999938964844,16.170000076293945,89.60009002685547,389.2280578613281,,176.46746826171875,243.13333129882812,107.37999725341797,38.79962158203125,43.57884216308594,45.574058532714844,190.25999450683594
2021-04-26,131.09588623046875,92.3448257446289,77.97000122070312,85.41000366210938,217.4130859375,170.4499969482422,42.69023513793945,34.9026985168457,172.36697387695312,60.30683135986328,304.5400085449219,348.3908386230469,81.69011688232422,93.13999938964844,114.54974365234375,304.6407470703125,283.1791076660156,,53.442962646484375,142.51893615722656,132.68898010253906,34.13999938964844,300.6804504394531,177.61000061035156,,69.10002899169922,250.9728546142578,65.88200378417969,85.66921997070312,84.76000213623047,15.439085006713867,51.89786148071289,23.360464096069336,29.643836975097656,99.97885131835938,24.110000610351562,270.2749938964844,124.5665283203125,331.52801513671875,40.88999938964844,3.865999937057495,237.75,16.68000030517578,92.09068298339844,390.04058837890625,,174.42881774902344,246.06666564941406,111.23999786376953,39.04730987548828,42.95895767211914,45.66427993774414,196.69000244140625
2021-04-27,130.77476501464844,92.38626098632812,76.37000274658203,85.20999908447266,216.98341369628906,170.8715057373047,42.192623138427734,35.318946838378906,170.58062744140625,60.966712951660156,302.0,349.9884948730469,82.6396255493164,93.80000305175781,113.61001586914062,307.3988037109375,283.71002197265625,,52.72445297241211,141.70263671875,133.2970428466797,34.119998931884766,301.206298828125,183.41000366210938,,69.4729995727539,251.37582397460938,67.6989974975586,87.24919891357422,87.01000213623047,15.343077659606934,51.5534782409668,23.53871726989746,29.467571258544922,99.65778350830078,23.8799991607666,267.39044189453125,123.71492767333984,330.09185791015625,40.52000045776367,3.8499999046325684,238.1699981689453,17.399999618530273,93.76895141601562,389.95660400390625,,175.0540771484375,234.913330078125,116.33000183105469,39.88770294189453,43.105369567871094,46.26295471191406,195.92999267578125
2021-04-28,129.98655700683594,92.79249572753906,77.20999908447266,84.0199966430664,216.5193328857422,172.9250030517578,41.54573440551758,35.45178985595703,173.4723358154297,60.89988327026367,298.04998779296875,349.4023132324219,84.66741180419922,91.55999755859375,116.98512268066406,308.71124267578125,282.9313049316406,,52.4061164855957,140.66058349609375,134.1607666015625,37.63999938964844,304.70880126953125,178.67999267578125,,70.12568664550781,244.26551818847656,68.08200073242188,83.90394592285156,86.16000366210938,15.238343238830566,51.35883331298828,24.48626708984375,29.743465423583984,99.87469482421875,23.850000381469727,269.6483459472656,122.42408752441406,328.975830078125,43.93000030517578,3.813999891281128,236.63999938964844,17.549999237060547,94.33602905273438,389.8444519042969,,175.1397705078125,231.46665954589844,113.75,39.87885665893555,42.95273208618164,47.65716552734375,195.4199981689453
2021-04-29,129.88925170898438,91.93031311035156,74.0199966430664,83.91000366210938,215.19590759277344,173.5655059814453,42.18718719482422,36.40827178955078,177.30160522460938,61.67671203613281,294.7699890136719,353.89300537109375,86.01924133300781,88.83999633789062,118.65729522705078,313.0212097167969,287.9136657714844,,53.006404876708984,142.5884246826172,136.76939392089844,34.2599983215332,326.94427490234375,175.6699981689453,,71.19825744628906,242.2984161376953,65.5009994506836,85.8837890625,84.88999938964844,15.286224365234375,51.890377044677734,24.336158752441406,29.58252716064453,100.88992309570312,23.3700008392334,266.4255676269531,127.90119934082031,330.15985107421875,40.33000183105469,3.809999942779541,229.5500030517578,17.43000030517578,94.51229095458984,392.328857421875,,177.64100646972656,225.6666717529297,108.55999755859375,40.905029296875,43.49474334716797,48.337860107421875,187.27999877929688
